0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.29737 0.00637 -0.00654 0.00283 0.01498 -0.02865 0.03615
0.14401 0.01020 0.00554 -0.00206 0.02194 0.00990 0.02204
-0.00120 0.00038 0.00669 0.00118 0.01327 0.00163 -0.01068
-0.03631 -0.00469 0.00104 0.00125 -0.00465 -0.00191 -0.01688
-0.01886 -0.00319 -0.00332 -0.00229 -0.01795 0.00339 -0.00285
-0.00138 -0.00121 -0.00352 -0.00313 -0.01716 0.00222 0.00401
0.00355 -0.00000 -0.00052 -0.00074 -0.00452 0.00028 -0.00059
0.00279 0.00098 0.00194 0.00178 0.00932 -0.00075 -0.00273
0.00198 0.00160 0.00187 0.00225 0.01473 -0.00217 0.00285
0.00134 0.00132 0.00047 0.00100 0.00970 -0.00221 0.00718
-0.00003 0.00010 -0.00054 -0.00042 -0.00071 -0.00031 0.00313
-0.00151 -0.00118 -0.00076 -0.00114 -0.00911 0.00175 -0.00451
-0.00186 -0.00148 -0.00065 -0.00115 -0.01057 0.00224 -0.00702
-0.00085 -0.00068 -0.00039 -0.00061 -0.00511 0.00101 -0.00283
0.00060 0.00046 0.00010 0.00026 0.00298 -0.00071 0.00261
0.00139 0.00109 0.00063 0.00098 0.00817 -0.00161 0.00446
0.00114 0.00090 0.00074 0.00102 0.00739 -0.00129 0.00274
0.00023 0.00018 0.00027 0.00032 0.00184 -0.00024 0.00004
-0.00068 -0.00053 -0.00039 -0.00056 -0.00423 0.00077 -0.00183
-0.00104 -0.00082 -0.00068 -0.00093 -0.00673 0.00117 -0.00244
-0.00070 -0.00055 -0.00043 -0.00060 -0.00447 0.00080 -0.00177
0.00004 0.00003 0.00007 0.00008 0.00040 -0.00004 -0.00007
0.00068 0.00054 0.00042 0.00059 0.00436 -0.00077 0.00169
0.00080 0.00063 0.00044 0.00064 0.00494 -0.00091 0.00223
0.00037 0.00029 0.00018 0.00028 0.00223 -0.00043 0.00114
-0.00025 -0.00020 -0.00015 -0.00021 -0.00157 0.00028 -0.00066
-0.00063 -0.00049 -0.00034 -0.00049 -0.00385 0.00072 -0.00178
-0.00054 -0.00042 -0.00030 -0.00043 -0.00333 0.00062 -0.00150
-0.00011 -0.00009 -0.00007 -0.00010 -0.00071 0.00012 -0.00027
0.00033 0.00026 0.00018 0.00026 0.00204 -0.00038 0.00094
0.00050 0.00039 0.00028 0.00041 0.00309 -0.00057 0.00134
0.00032 0.00025 0.00019 0.00026 0.00199 -0.00036 0.00084
-0.00004 -0.00003 -0.00002 -0.00003 -0.00026 0.00005 -0.00012
-0.00033 -0.00026 -0.00019 -0.00027 -0.00206 0.00037 -0.00088
-0.00036 -0.00029 -0.00021 -0.00030 -0.00227 0.00041 -0.00098
-0.00016 -0.00012 -0.00009 -0.00013 -0.00097 0.00018 -0.00043
0.00013 0.00010 0.00007 0.00010 0.00079 -0.00014 0.00033
0.00029 0.00023 0.00016 0.00024 0.00180 -0.00033 0.00079
0.00024 0.00019 0.00014 0.00020 0.00151 -0.00028 0.00067
